source,native,name,p_value,significant,intersection_size,term_size,query_size,effective_domain_size,precision,recall,intersections
GO:BP,GO:0046602,regulation of mitotic centrosome separation,0.012500122985799961,true,1,9,11,20972,0.09090909090909091,0.1111111111111111,;;;IDA;;;;;;;
GO:BP,GO:0036289,peptidyl-serine autophosphorylation,0.012500122985799961,true,1,9,11,20972,0.09090909090909091,0.1111111111111111,;IMP;;;;;;;;;
GO:BP,GO:0071481,cellular response to X-ray,0.012500122985799961,true,1,9,11,20972,0.09090909090909091,0.1111111111111111,;IDA;;;;;;;;;
GO:BP,GO:0033137,negative regulation of peptidyl-serine phosphorylation,0.012500122985799961,true,1,9,11,20972,0.09090909090909091,0.1111111111111111,;;;;;;;;;IMP;
GO:BP,GO:0048539,bone marrow development,0.012500122985799961,true,1,9,11,20972,0.09090909090909091,0.1111111111111111,IMP;;;;;;;;;;
GO:BP,GO:0006403,RNA localization,0.012570792508238683,true,2,201,11,20972,0.18181818181818182,0.009950248756218905,;IMP;IMP;;;;;;;;
GO:BP,GO:0002520,immune system development,0.013032931576109647,true,2,205,11,20972,0.18181818181818182,0.00975609756097561,IMP;IEA;;;;;;;;;
REAC,REAC:R-HSA-5693548,Sensing of DNA Double Strand Breaks,0.013103473051434646,true,1,6,11,11056,0.09090909090909091,0.16666666666666666,;REAC;;;;;;;;;
GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.013278305165137283,true,3,702,11,20972,0.2727272727272727,0.004273504273504274,"IMP;;;;;;;;IDA,IMP,TAS;IMP,TAS;"
REAC,REAC:R-HSA-2559580,Oxidative Stress Induced Senescence,0.01354977878372859,true,2,122,11,11056,0.18181818181818182,0.01639344262295082,REAC;;;;;;;;;;REAC
GO:BP,GO:1990144,intrinsic apoptotic signaling pathway in response to hypoxia,0.013668751018815341,true,1,10,11,20972,0.09090909090909091,0.1,IEA;;;;;;;;;;
GO:BP,GO:0110025,DNA strand resection involved in replication fork processing,0.013668751018815341,true,1,10,11,20972,0.09090909090909091,0.1,;;;;;NAS;;;;;
GO:BP,GO:0051409,response to nitrosative stress,0.013668751018815341,true,1,10,11,20972,0.09090909090909091,0.1,;IDA;;;;;;;;;
GO:BP,GO:0009952,anterior/posterior pattern specification,0.013668751018815341,true,2,211,11,20972,0.18181818181818182,0.009478672985781991,IEA;IEA;;;;;;;;;
GO:BP,GO:0050793,regulation of developmental process,0.013730059100028695,true,5,2431,11,20972,0.45454545454545453,0.0020567667626491155,"IEA;;;;;IMP;;;ISS,IEA;IEA;IEA"
GO:BP,GO:0065004,protein-DNA complex assembly,0.01382199232844272,true,2,213,11,20972,0.18181818181818182,0.009389671361502348,"IDA;;;;;;;IMP,IBA;;;"
REAC,REAC:R-HSA-9755511,KEAP1-NFE2L2 pathway,0.013840181340094512,true,2,124,11,11056,0.18181818181818182,0.016129032258064516,;;;;;REAC;;;REAC;;
GO:BP,GO:0034612,response to tumor necrosis factor,0.014171328818370788,true,2,216,11,20972,0.18181818181818182,0.009259259259259259,IGI;;;;;IMP;;;;;
GO:BP,GO:0042594,response to starvation,0.014267428103492626,true,2,217,11,20972,0.18181818181818182,0.009216589861751152,"IDA;;;;;;;;IMP,IEA;;"
GO:BP,GO:0001568,blood vessel development,0.014336743167145186,true,3,727,11,20972,0.2727272727272727,0.0041265474552957355,;;;;;IMP;;;;IEA;IEA
GO:BP,GO:0032502,developmental process,0.014336743167145186,true,8,6535,11,20972,0.7272727272727273,0.001224177505738332,"IMP,IEA;ISS,IEA;;IEA;;IMP,IBA,IEA;IDA,IEA;;ISS,IEA;IEA;IEA"
GO:BP,GO:1990918,double-strand break repair involved in meiotic recombination,0.014639902552719308,true,1,11,11,20972,0.09090909090909091,0.09090909090909091,;;;;;;;IEA;;;
GO:BP,GO:0071044,histone mRNA catabolic process,0.014639902552719308,true,1,11,11,20972,0.09090909090909091,0.09090909090909091,;IDA;;;;;;;;;
GO:BP,GO:0072711,cellular response to hydroxyurea,0.014639902552719308,true,1,11,11,20972,0.09090909090909091,0.09090909090909091,;;;;;;;IEA;;;
GO:BP,GO:0007420,brain development,0.014639902552719308,true,3,736,11,20972,0.2727272727272727,0.004076086956521739,IEA;IEA;;;;;IEA;;;;
GO:BP,GO:0007406,negative regulation of neuroblast proliferation,0.014639902552719308,true,1,11,11,20972,0.09090909090909091,0.09090909090909091,IEA;;;;;;;;;;
GO:BP,GO:0006983,ER overload response,0.014639902552719308,true,1,11,11,20972,0.09090909090909091,0.09090909090909091,IDA;;;;;;;;;;
GO:BP,GO:0008406,gonad development,0.015267270064303696,true,2,227,11,20972,0.18181818181818182,0.00881057268722467,;IEA;;;;;IEA;;;;
GO:BP,GO:2001234,negative regulation of apoptotic signaling pathway,0.015364643357950777,true,2,228,11,20972,0.18181818181818182,0.008771929824561403,;;;;;IMP;;;;;IMP
GO:BP,GO:0045141,meiotic telomere clustering,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;IEA;;;;;;;;;
GO:BP,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0010826,negative regulation of centrosome duplication,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;;;;;NAS;;;;;
GO:BP,GO:0050821,protein stabilization,0.015365729111640958,true,2,230,11,20972,0.18181818181818182,0.008695652173913044,IEA;;;;IDA;;;;;;
GO:BP,GO:0045137,development of primary sexual characteristics,0.015365729111640958,true,2,232,11,20972,0.18181818181818182,0.008620689655172414,;IEA;;;;;IEA;;;;
GO:BP,GO:0001944,vasculature development,0.015365729111640958,true,3,758,11,20972,0.2727272727272727,0.00395778364116095,;;;;;IMP;;;;IEA;IEA
GO:BP,GO:0072710,response to hydroxyurea,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;;;;;;;IEA;;;
GO:BP,GO:0071493,cellular response to UV-B,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,";;;;;;;;ISS,IEA;;"
GO:BP,GO:1901525,negative regulation of mitophagy,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,IEA;;;;;;;;;;
GO:BP,GO:1903147,negative regulation of autophagy of mitochondrion,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0046606,negative regulation of centrosome cycle,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;;;;;NAS;;;;;
GO:BP,GO:0051081,nuclear membrane disassembly,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;;IDA;;;;;;;;
GO:BP,GO:0010663,positive regulation of striated muscle cell apoptotic process,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,IEA;;;;;;;;;;
GO:BP,GO:0070200,establishment of protein localization to telomere,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,";;;;;;IDA,IEA;;;;"
GO:BP,GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,;IEA;;;;;;;;;
GO:BP,GO:2000774,positive regulation of cellular senescence,0.015365729111640958,true,1,12,11,20972,0.09090909090909091,0.08333333333333333,"IDA,ISS,IEA;;;;;;;;;;"
GO:BP,GO:0071824,protein-DNA complex organization,0.01540218797204171,true,2,233,11,20972,0.18181818181818182,0.008583690987124463,"IDA;;;;;;;IMP,IBA;;;"
GO:BP,GO:0044085,cellular component biogenesis,0.01540218797204171,true,7,5090,11,20972,0.6363636363636364,0.00137524557956778,"IDA,IEA;IMP,IC;IMP;;IDA,IMP;NAS,IEA;;IMP,IBA;;;IDA"
GO:BP,GO:0034599,cellular response to oxidative stress,0.01540218797204171,true,2,233,11,20972,0.18181818181818182,0.008583690987124463,IMP;IDA;;;;;;;;;
GO:BP,GO:0000819,sister chromatid segregation,0.015616029087222575,true,2,235,11,20972,0.18181818181818182,0.00851063829787234,;IMP;;;IMP;;;;;;
GO:BP,GO:0097305,response to alcohol,0.01593826665347271,true,2,238,11,20972,0.18181818181818182,0.008403361344537815,;;;;;IDA;;IDA;;;
GO:BP,GO:0007033,vacuole organization,0.01593826665347271,true,2,238,11,20972,0.18181818181818182,0.008403361344537815,;IC;;;IDA;;;;;;
GO:BP,GO:0050790,regulation of catalytic activity,0.01596244487315486,true,3,774,11,20972,0.2727272727272727,0.003875968992248062,"TAS;;;;;;;;IDA,IMP,TAS;IMP,TAS;"
GO:BP,GO:0050670,regulation of lymphocyte proliferation,0.016002044575750808,true,2,239,11,20972,0.18181818181818182,0.008368200836820083,;IMP;;;;;;;IEA;;
GO:BP,GO:0009058,biosynthetic process,0.016046173420995086,true,10,10639,11,20972,0.9090909090909091,0.0009399379640943697,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IEA;ISS;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IMP,IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:0043523,regulation of neuron apoptotic process,0.016065784899330252,true,2,240,11,20972,0.18181818181818182,0.008333333333333333,IEA;IEA;;;;;;;;;
GO:BP,GO:0009967,positive regulation of signal transduction,0.01607540757979377,true,4,1569,11,20972,0.36363636363636365,0.0025493945188017845,"IMP,ISS;IMP;IMP;;;;;;;IDA;"
GO:BP,GO:0060816,random inactivation of X chromosome,0.016168680091227888,true,1,13,11,20972,0.09090909090909091,0.07692307692307693,;;;;;IEA;;;;;
GO:BP,GO:0034397,telomere localization,0.016168680091227888,true,1,13,11,20972,0.09090909090909091,0.07692307692307693,;IEA;;;;;;;;;
GO:BP,GO:0030397,membrane disassembly,0.016168680091227888,true,1,13,11,20972,0.09090909090909091,0.07692307692307693,;;IDA;;;;;;;;
GO:BP,GO:0032944,regulation of mononuclear cell proliferation,0.016289755631966142,true,2,243,11,20972,0.18181818181818182,0.00823045267489712,;IMP;;;;;;;IEA;;
GO:BP,GO:0060322,head development,0.01641363274631344,true,3,787,11,20972,0.2727272727272727,0.0038119440914866584,IEA;IEA;;;;;IEA;;;;
GO:BP,GO:0031400,negative regulation of protein modification process,0.01661357379293572,true,2,246,11,20972,0.18181818181818182,0.008130081300813009,;;;;;;;;IMP;IMP;
GO:BP,GO:0002327,immature B cell differentiation,0.017095552031688145,true,1,14,11,20972,0.09090909090909091,0.07142857142857142,";ISS,IEA;;;;;;;;;"
GO:BP,GO:0031669,cellular response to nutrient levels,0.017095552031688145,true,2,250,11,20972,0.18181818181818182,0.008,"IDA;;;;;;;;IMP,IEA;;"
GO:BP,GO:0007100,mitotic centrosome separation,0.017095552031688145,true,1,14,11,20972,0.09090909090909091,0.07142857142857142,;;;IDA;;;;;;;
GO:BP,GO:0033147,negative regulation of intracellular estrogen receptor signaling pathway,0.017095552031688145,true,1,14,11,20972,0.09090909090909091,0.07142857142857142,;;;;;IMP;;;;;
GO:BP,GO:1904353,regulation of telomere capping,0.017095552031688145,true,1,14,11,20972,0.09090909090909091,0.07142857142857142,;IMP;;;;;;;;;
GO:BP,GO:1903798,regulation of miRNA processing,0.017095552031688145,true,1,14,11,20972,0.09090909090909091,0.07142857142857142,IEA;;;;;;;;;;
GO:BP,GO:0046649,lymphocyte activation,0.017554530114360943,true,3,811,11,20972,0.2727272727272727,0.0036991368680641184,"IEA;IMP,ISS,IEA;;;;;;;IEA;;"
GO:BP,GO:0070920,regulation of regulatory ncRNA processing,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,IEA;;;;;;;;;;
GO:BP,GO:0006089,lactate metabolic process,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,IEA;;;;;;;;;;
GO:BP,GO:0070198,"protein localization to chromosome, telomeric region",0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,;;IMP;;;;;;;;
GO:BP,GO:0060965,negative regulation of miRNA-mediated gene silencing,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,IEA;;;;;;;;;;
GO:BP,GO:0060253,negative regulation of glial cell proliferation,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,IEA;;;;;;;;;;
GO:BP,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,;;;;;;;;;;IDA
GO:BP,GO:0070234,positive regulation of T cell apoptotic process,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,"ISS,IEA;;;;;;;;;;"
GO:BP,GO:0090068,positive regulation of cell cycle process,0.017918870174528458,true,2,259,11,20972,0.18181818181818182,0.007722007722007722,;;;;IEA;;;;;;IEA
GO:BP,GO:0042159,lipoprotein catabolic process,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,;IEA;;;;;;;;;
GO:BP,GO:0070243,regulation of thymocyte apoptotic process,0.017918870174528458,true,1,15,11,20972,0.09090909090909091,0.06666666666666667,"ISS,IEA;;;;;;;;;;"
GO:BP,GO:0003007,heart morphogenesis,0.018238720784134944,true,2,263,11,20972,0.18181818181818182,0.0076045627376425855,IEA;;;;;;;;;;IEA
REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.018346959195291602,true,3,449,11,11056,0.2727272727272727,0.0066815144766146995,REAC;;;;;;;;REAC;;REAC
GO:BP,GO:1900369,negative regulation of post-transcriptional gene silencing by regulatory ncRNA,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,IEA;;;;;;;;;;
GO:BP,GO:0070663,regulation of leukocyte proliferation,0.01849482157713229,true,2,269,11,20972,0.18181818181818182,0.007434944237918215,;IMP;;;;;;;IEA;;
GO:BP,GO:0034349,glial cell apoptotic process,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,IDA;;;;;;;;;;
GO:BP,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,";;;;;IMP,IEA;;;;;"
GO:BP,GO:0085020,protein K6-linked ubiquitination,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,";;;;;IDA,IEA;;;;;"
GO:BP,GO:0032780,negative regulation of ATP-dependent activity,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,TAS;;;;;;;;;;
GO:BP,GO:0060149,negative regulation of post-transcriptional gene silencing,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,IEA;;;;;;;;;;
GO:BP,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,;;;;;;;;IMP;;
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,0.01849482157713229,true,5,2688,11,20972,0.45454545454545453,0.0018601190476190475,"IDA,IMP,IGI,ISS,IBA,IEA;ISS,IEA;;;;IDA,IMP,IBA,TAS,IEA;;;;IMP;IDA"
GO:BP,GO:0030242,autophagy of peroxisome,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,;IDA;;;;;;;;;
GO:BP,GO:0051299,centrosome separation,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,;;;IDA;;;;;;;
GO:BP,GO:0060967,negative regulation of gene silencing by regulatory ncRNA,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,IEA;;;;;;;;;;
GO:BP,GO:0033599,regulation of mammary gland epithelial cell proliferation,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,;;;;;;IDA;;;;
GO:BP,GO:0000425,pexophagy,0.01849482157713229,true,1,16,11,20972,0.09090909090909091,0.0625,;IDA;;;;;;;;;
GO:BP,GO:0000209,protein polyubiquitination,0.01849482157713229,true,2,266,11,20972,0.18181818181818182,0.007518796992481203,";;;;;IDA,IEA;;;;;TAS"
GO:BP,GO:0009653,anatomical structure morphogenesis,0.01849482157713229,true,5,2699,11,20972,0.45454545454545453,0.001852537977028529,IEA;IEA;;;;IMP;;;;IEA;IEA
REAC,REAC:R-HSA-6811555,PI5P Regulates TP53 Acetylation,0.018647138568387803,true,1,9,11,11056,0.09090909090909091,0.1111111111111111,REAC;;;;;;;;;;
REAC,REAC:R-HSA-139915,Activation of PUMA and translocation to mitochondria,0.018647138568387803,true,1,9,11,11056,0.09090909090909091,0.1111111111111111,REAC;;;;;;;;;;
GO:BP,GO:0043066,negative regulation of apoptotic process,0.019301139688484265,true,3,856,11,20972,0.2727272727272727,0.0035046728971962616,"IDA,IMP,IGI,IEA;;;;;IMP;;;;;IMP,IBA,IEA"
GO:BP,GO:0001666,response to hypoxia,0.01949728742119635,true,2,278,11,20972,0.18181818181818182,0.007194244604316547,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0033151,V(D)J recombination,0.01949728742119635,true,1,17,11,20972,0.09090909090909091,0.058823529411764705,;IEA;;;;;;;;;
GO:BP,GO:0031573,mitotic intra-S DNA damage checkpoint signaling,0.01949728742119635,true,1,17,11,20972,0.09090909090909091,0.058823529411764705,;;;;IMP;;;;;;
GO:BP,GO:0030889,negative regulation of B cell proliferation,0.01949728742119635,true,1,17,11,20972,0.09090909090909091,0.058823529411764705,;IMP;;;;;;;;;
REAC,REAC:R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,0.020504632433761938,true,1,10,11,11056,0.09090909090909091,0.1,;;;;;;;;REAC;;
GO:BP,GO:0070230,positive regulation of lymphocyte apoptotic process,0.02056352645648865,true,1,18,11,20972,0.09090909090909091,0.05555555555555555,"ISS,IEA;;;;;;;;;;"
GO:BP,GO:0007548,sex differentiation,0.020790166241824573,true,2,288,11,20972,0.18181818181818182,0.006944444444444444,;IEA;;;;;IEA;;;;
GO:BP,GO:0043069,negative regulation of programmed cell death,0.02099004795827716,true,3,887,11,20972,0.2727272727272727,0.0033821871476888386,"IDA,IMP,IGI,IEA;;;;;IMP;;;;;IMP,IBA,IEA"
GO:BP,GO:0036293,response to decreased oxygen levels,0.02099004795827716,true,2,290,11,20972,0.18181818181818182,0.006896551724137931,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0045765,regulation of angiogenesis,0.021229435222642236,true,2,292,11,20972,0.18181818181818182,0.00684931506849315,;;;;;IMP;;;;IEA;
GO:BP,GO:0051402,neuron apoptotic process,0.021329654822384442,true,2,293,11,20972,0.18181818181818182,0.006825938566552901,IEA;IEA;;;;;;;;;
GO:BP,GO:2000269,regulation of fibroblast apoptotic process,0.021341753417092095,true,1,19,11,20972,0.09090909090909091,0.05263157894736842,IEA;;;;;;;;;;
GO:BP,GO:0045717,negative regulation of fatty acid biosynthetic process,0.021341753417092095,true,1,19,11,20972,0.09090909090909091,0.05263157894736842,;;;;;IMP;;;;;
GO:BP,GO:1900119,positive regulation of execution phase of apoptosis,0.021341753417092095,true,1,19,11,20972,0.09090909090909091,0.05263157894736842,IMP;;;;;;;;;;
GO:BP,GO:0009651,response to salt stress,0.021341753417092095,true,1,19,11,20972,0.09090909090909091,0.05263157894736842,IEA;;;;;;;;;;
GO:BP,GO:0006366,transcription by RNA polymerase II,0.021705608312303067,true,5,2827,11,20972,0.45454545454545453,0.0017686593562079944,"IDA,IMP,IGI,ISS,IBA,IEA;ISS,IEA;;;;IDA,IMP,IBA,TAS,IEA;;;;IMP;IDA"
GO:BP,GO:1901342,regulation of vasculature development,0.021931908710332047,true,2,299,11,20972,0.18181818181818182,0.006688963210702341,;;;;;IMP;;;;IEA;
GO:BP,GO:0062197,cellular response to chemical stress,0.022032434515171617,true,2,300,11,20972,0.18181818181818182,0.006666666666666667,IMP;IDA;;;;;;;;;
GO:BP,GO:0006098,pentose-phosphate shunt,0.02219947938310534,true,1,20,11,20972,0.09090909090909091,0.05,IMP;;;;;;;;;;
GO:BP,GO:0010647,positive regulation of cell communication,0.02219947938310534,true,4,1778,11,20972,0.36363636363636365,0.0022497187851518562,"IMP,ISS;IMP;IMP;;;;;;;IDA;"
GO:BP,GO:0070314,G1 to G0 transition,0.02219947938310534,true,1,20,11,20972,0.09090909090909091,0.05,"IDA,IMP;;;;;;;;;;"
GO:BP,GO:0048608,reproductive structure development,0.02219947938310534,true,2,302,11,20972,0.18181818181818182,0.006622516556291391,;IEA;;;;;IEA;;;;
GO:BP,GO:0023056,positive regulation of signaling,0.022202965655673857,true,4,1779,11,20972,0.36363636363636365,0.0022484541877459247,"IMP,ISS;IMP;IMP;;;;;;;IDA;"
GO:BP,GO:0051093,negative regulation of developmental process,0.022280350464877613,true,3,916,11,20972,0.2727272727272727,0.0032751091703056767,"IEA;;;;;;;;ISS,IEA;IEA;"
REAC,REAC:R-HSA-9664873,Pexophagy,0.0223238742349851,true,1,11,11,11056,0.09090909090909091,0.09090909090909091,;REAC;;;;;;;;;
GO:BP,GO:0061458,reproductive system development,0.02259557438095111,true,2,306,11,20972,0.18181818181818182,0.006535947712418301,;IEA;;;;;IEA;;;;
GO:BP,GO:0033036,macromolecule localization,0.022930710822881627,true,5,2876,11,20972,0.45454545454545453,0.0017385257301808068,"IDA,IEA;IMP;IMP,IC;;;;;;IEA;;IDA"
GO:BP,GO:0010224,response to UV-B,0.02298547896342178,true,1,21,11,20972,0.09090909090909091,0.047619047619047616,";;;;;;;;ISS,IEA;;"
GO:BP,GO:0032042,mitochondrial DNA metabolic process,0.02298547896342178,true,1,21,11,20972,0.09090909090909091,0.047619047619047616,IEA;;;;;;;;;;
GO:BP,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.02298547896342178,true,1,21,11,20972,0.09090909090909091,0.047619047619047616,IDA;;;;;;;;;;
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,0.023177772406178285,true,3,933,11,20972,0.2727272727272727,0.003215434083601286,"IDA,ISS,IEA;;;;;;;;;IMP;IDA"
GO:BP,GO:0062012,regulation of small molecule metabolic process,0.023342806190291325,true,2,313,11,20972,0.18181818181818182,0.006389776357827476,"IMP,IEA;;;;;IMP;;;;;"
GO:BP,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,;IEA;;;;;;;;;
GO:BP,GO:0070482,response to oxygen levels,0.02369215821696677,true,2,317,11,20972,0.18181818181818182,0.006309148264984227,"IEP,IEA;;;;;;;;;;IEP"
GO:BP,GO:0032211,negative regulation of telomere maintenance via telomerase,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,IDA;;;;;;;;;;
GO:BP,GO:0000729,DNA double-strand break processing,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,;IDA;;;;;;;;;
GO:BP,GO:0070199,establishment of protein localization to chromosome,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,";;;;;;IDA,IEA;;;;"
GO:BP,GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,;;;;;;;;;;IMP
GO:BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,0.02369215821696677,true,1,22,11,20972,0.09090909090909091,0.045454545454545456,;;;;;;;;IMP;;
REAC,REAC:R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,0.023874191321777583,true,1,12,11,11056,0.09090909090909091,0.08333333333333333,REAC;;;;;;;;;;
REAC,REAC:R-HSA-5685939,HDR through MMEJ (alt-NHEJ),0.023874191321777583,true,1,12,11,11056,0.09090909090909091,0.08333333333333333,;;;;;;REAC;;;;
GO:BP,GO:0006740,NADPH regeneration,0.02450387461321731,true,1,23,11,20972,0.09090909090909091,0.043478260869565216,IMP;;;;;;;;;;
GO:BP,GO:0043153,entrainment of circadian clock by photoperiod,0.02450387461321731,true,1,23,11,20972,0.09090909090909091,0.043478260869565216,"ISS,IEA;;;;;;;;;;"
GO:BP,GO:0098813,nuclear chromosome segregation,0.02450387461321731,true,2,324,11,20972,0.18181818181818182,0.006172839506172839,";IMP,IEA;;;IMP;;;;;;"
GO:BP,GO:0003283,atrial septum development,0.02450387461321731,true,1,23,11,20972,0.09090909090909091,0.043478260869565216,;;;;;;;;;;IEA
GO:BP,GO:2000647,negative regulation of stem cell proliferation,0.02450387461321731,true,1,23,11,20972,0.09090909090909091,0.043478260869565216,IEA;;;;;;;;;;
GO:BP,GO:0009048,dosage compensation by inactivation of X chromosome,0.02450387461321731,true,1,23,11,20972,0.09090909090909091,0.043478260869565216,;;;;;IEA;;;;;
GO:BP,GO:0008152,metabolic process,0.02454759992210242,true,11,14035,11,20972,1,0.0007837548984681154,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,IGI,ISS,IBA,TAS,IC,IEA;IDA,IMP,ISS,IBA,TAS,NAS,IEA;IDA,IMP,ISS,TAS,IEA;IDA,IMP,TAS,IEA;IDA,IMP,IBA,TAS,NAS,IEA;IDA,IMP,IBA,IEA;IDA,IMP,ISS,IBA,TAS,IEA;IDA,IMP,TAS,IEA;IMP,TAS;IDA,IMP,IGI,IBA,TAS,IEA"
GO:BP,GO:0032501,multicellular organismal process,0.024798616422467286,true,8,7337,11,20972,0.7272727272727273,0.0010903639089546136,"IMP,ISS,IEA;IMP,ISS,IEA;;IEA;;IMP,IBA,IEA;IDA,IEA;;ISS,IEA;IEA;IEA"
GO:BP,GO:0045859,regulation of protein kinase activity,0.025064788274529723,true,2,330,11,20972,0.18181818181818182,0.006060606060606061,";;;;;;;;IDA,IMP,TAS;IMP,TAS;"
GO:BP,GO:0030097,hemopoiesis,0.025064788274529723,true,3,971,11,20972,0.2727272727272727,0.003089598352214212,"IMP,IEA;ISS,IEA;;;;;IEA;;;;"
GO:BP,GO:0010467,gene expression,0.02508167246444903,true,9,9232,11,20972,0.8181818181818182,0.0009748700173310225,"IDA,IMP,IGI,ISS,IBA,NAS,IEA;IDA,IMP,ISS,IEA;;ISS,IEA;IDA;IDA,IMP,IBA,TAS,IEA;IDA,IBA;;IEA;IMP;IDA,IMP,IEA"
GO:BP,GO:1900117,regulation of execution phase of apoptosis,0.02508167246444903,true,1,24,11,20972,0.09090909090909091,0.041666666666666664,IMP;;;;;;;;;;
GO:BP,GO:0045184,establishment of protein localization,0.02508167246444903,true,4,1869,11,20972,0.36363636363636365,0.002140181915462814,"IEA;;;;;;IDA,IEA;;IEA;;IDA"
GO:BP,GO:0045321,leukocyte activation,0.02508167246444903,true,3,975,11,20972,0.2727272727272727,0.003076923076923077,"IEA;IMP,ISS,IEA;;;;;;;IEA;;"
GO:BP,GO:0008334,histone mRNA metabolic process,0.02508167246444903,true,1,24,11,20972,0.09090909090909091,0.041666666666666664,;IDA;;;;;;;;;
GO:BP,GO:0051169,nuclear transport,0.02508167246444903,true,2,332,11,20972,0.18181818181818182,0.006024096385542169,"IEA;;;;;;;;IMP,IEA;;"
GO:BP,GO:0006913,nucleocytoplasmic transport,0.02508167246444903,true,2,332,11,20972,0.18181818181818182,0.006024096385542169,"IEA;;;;;;;;IMP,IEA;;"
GO:BP,GO:0046599,regulation of centriole replication,0.0259870247549534,true,1,25,11,20972,0.09090909090909091,0.04,;;;;;NAS;;;;;
GO:BP,GO:0044346,fibroblast apoptotic process,0.0259870247549534,true,1,25,11,20972,0.09090909090909091,0.04,IEA;;;;;;;;;;
GO:BP,GO:0007549,sex-chromosome dosage compensation,0.0259870247549534,true,1,25,11,20972,0.09090909090909091,0.04,";;;;;IBA,IEA;;;;;"
GO:BP,GO:0048513,animal organ development,0.02653229997893135,true,5,3018,11,20972,0.45454545454545453,0.0016567263088137839,"IMP,IEA;IEA;;;;;IDA,IEA;;ISS,IEA;;IEA"
